doc_id,topic_id,summary,sentence_count
3474,How to Prevent and Treat Postpartum Hemorrhage2, Get uterine massage to help alleviate bleeding.  Use oxytocin to contract middle layer of the uterine wall.  Get ergot alkaloids administered to induce contractions.  Take prostaglandins to increase vasoconstriction (tightening of blood vessels).  Receive sutures to stop severe bleeding.  Make sure the uterus is properly positioned.,6
3475,How to Prevent Acid Reflux During Pregnancy, Eat smaller meals more frequently.  Take your time and chew your food well.  Chew gum after meals.  Drink a small glass of milk after a meal.  Don't lie down right after you eat.  Stay active during the day.  Be conscientious of your sleeping position.  Manage your stress.  Avoid eating fatty foods.  Avoid spicy and acidic foods.  Cut out caffeinated beverages.  Stop drinking alcohol.  Take antacids after meals.  Try H2 blockers.  Consider proton pump inhibitors.,15
3476,How to Prepare for the Birth of a Child With Down Syndrome1, Learn the range of symptoms.  Learn about the delays your child may face.  Read about the type of lifestyle you can expect.  Learn about respectful parenting.,4
3477,How to Prepare for the Birth of a Child With Down Syndrome2, Search for online Down syndrome parenting support groups.  Seek out local parenting support groups for Down syndrome families.,2
3478,How to Prepare for the Birth of a Child With Down Syndrome3, Select a pediatrician familiar with Down syndrome.  Inquire about early intervention for your baby.  Acquaint yourself with your school district's Down syndrome resources.,3
3479,How to Prevent Constipation During Pregnancy1, Eat a high fiber diet.  Drink an adequate amount of fluids.  Include regular physical activity.  Decrease your iron supplementation.,4
3480,How to Prepare for the Birth of Twins1, Rest when you can.  Communicate with your partner.  Feed your body well.  Make regular trips to your doctor.,4
3481,How to Prevent Constipation During Pregnancy2, Drink warm prune juice.  Add in some psyllium husk.  Take a probiotic.,3
3482,How to Prevent Constipation During Pregnancy3, Talk to your OB/GYN.  Try a stool softener.  Add in a fiber supplement.  Avoid harmful medications.,4
3483,How to Prepare for the Birth of Twins2, Eat at home instead of going out to a restaurant.  Thinking of upgrading your car to a minivan or truck to accommodate your growing family?,2
3484,How to Prepare for the Birth of Twins3, Purchase a basic layette.  Create a gift registry.  Consider borrowing baby items whenever possible.  Purchase a stroller.  Stockpile diapers.,5
3485,How to Prepare for the Birth of Twins4, Determine if your babies will share one crib or if you will have two separate cribs.  Decorate the room with coordinating bedding sets rather than an exact match.  Determine whether you twins will be breast or bottle-fed.,3
3486,How to Prepare For the Birth of a Child As a Father1, Educate yourself about labor and delivery.  Go to prenatal appointments.  Attend childbirth classes.  Familiarize yourself with the delivery facility.,4
3487,How to Plan a Gender Reveal Party, Choose a theme that is particular to you.  Try a seasonal gender reveal theme.  Use balloons or a pinata for the gender reveal object.  Do the gender reveal with food.  Make a custom gender reveal object.  Make a guest list.  Create gender reveal invitations.  Plan gender reveal games.  Pick decorations based on the theme.  Enlist others to help you set up.  Do a walk through of the location before the party begins.,11
3488,How to Prepare for the Birth of Twins5, Connect to resources that can help you better understand your situation.  Recruit help.,2
3489,How to Prepare For the Birth of a Child As a Father2, Discuss the birth plan.  Put together a hospital bag.  Maintain open communication.  Provide reassurance and pain relief.  Advocate for the mom and baby.  Provide support that keeps you comfortable.,6
3490,How to Prepare For the Birth of a Child As a Father3, Recognize that a baby changes your life.  Accept that fear or worry is normal.  Focus on a positive relationship.  Discuss budget and workload division.  Let family members know.  Prepare your other children for the baby.,6
3491,How to Prepare For the Birth of a Child As a Father4, Sign up for a newborn care class.  Create a space for your baby.  Invest in essential items.  Install the car seat.  Wash items that touch the baby's skin.  Babyproof your home.,6
3492,How to Perform Fetal Kick Counts," Know about ""kick"" counts.  Know when to start.  Look for patterns.  Be proactive.  Don't panic.  Know when to seek help.  Get a notebook or a chart.  Identify when the baby is most active.  Get comfortable.  Start counting the fetal kicks.  Note how long it took to reach ten movements.  Coax the baby into movement.  Know when to contact a doctor.",13
3493,How to Prevent Bleeding During Pregnancy," Make regular pre-natal appointments.  Schedule regular appointments to check for maternal disorders.  Understand that lifestyle changes can prevent some maternal conditions that cause bleeding.  Exercise regularly to prevent maternal conditions from developing.  Decrease your exercise level as your pregnancy progresses.  Eat healthy.  Manage your stress levels.  Practice conscious relaxation.  Do not smoke or drink alcohol.  Avoid environmental hazards such as radiation and other harmful substances.  Practice safe sex.  Protect yourself from violence.  Call your doctor if you are experiencing heavy bleeding.  Seek medical help if you experience severe nausea and vomiting.  Monitor the baby's activity level.  Call your doctor if you are experiencing signs of preeclampsia.  Seek medical help if you see tissue protruding from your vagina.  Monitor how badly you are bleeding by using pads.  Get rest.  Avoid sexual intercourse.  Avoid physical activities.  Do not douche during pregnancy, especially if you have been bleeding.  Be aware that implantation can cause bleeding in the first trimester (first 12 weeks of pregnancy).  Understand that miscarriages can cause bleeding.  Understand that ectopic pregnancies can lead to bleeding.  Know that molar pregnancies are a health concern.  Be aware that vaginal infections can cause bleeding.  Watch out for placenta previa in the second and third trimesters.  Know that placental abruption is a serious concern.  Understand that preterm labor can cause bleeding.",30
3494,How to Play Music for a Baby in the Womb," Look for music that is soothing, rather than too loud or aggressive.  Find music the mother also likes.  Get advice from an associate at a music store or on blogs.  Play music for your baby on stereo speakers rather than using headphones on the mother's pregnant stomach.  Be aware of the volume of the music.  Expose your baby to 5-10 minutes of music twice a day, or a maximum of 1 hour a day.  Play music for your baby to make the womb a soothing, relaxing place.  Expose your baby to music to help with their brain development.  Keep in mind there is no scientific evidence to suggest listening to classical music in the womb can make your baby smarter.  Remember that the music will also reduce stress on the mother, which in turn will also reduce stress for the unborn baby.",10
3495,How to Plan a Maternity Wardrobe1, Consider the seasons during which you will be pregnant.  Purchase a maternity bra.  Select a belly band in a neutral color.,3
3496,How to Plan a Maternity Wardrobe2," Find a pair of comfortable work shoes.  Choose bottoms in versatile, basic colors.  Select maternity tops for your work wardrobe.",3
3497,How to Plan a Maternity Wardrobe3," Invest in some casual, comfortable shoes.  Choose light, breathable fabrics for everyday wear.",2
3498,How to Not Get Pregnant1, Learn what it means to abstinent.  Engage only in outercourse.  Talk to your partner about the advantages and disadvantages of abstinence.  Find a partner that respects your choice to be abstinent.,4
3499,How to Naturally Lower Blood Pressure During Pregnancy1, Get moving.  Monitor your weight.  Reduce stress.  Try controlled breathing.  Listen to music.  Take a closer look at your medications.  Stop smoking.,7
3500,How to Plan a Postpartum Beauty Routine1, Skip foundation.  Try multi-use products.  Focus on your lips and eyes.  Carry a touch-up bag with you.,4
3501,How to Naturally Treat Diarrhea During Pregnancy, Eat a BRAT diet to firm up your stool.  Eat cheddar cheese to introduce enzymes that solidify stool.  Avoid foods that are high in fat and sugar.  Avoid other foods that can irritate your digestive tract.  Increase your fluid intake to stay hydrated.  Eat some salt crackers to replenish lost sodium.  Drink sports drink or oral rehydrating solution to replace lost electrolytes.  Seek medical help if you have more than 3 loose or watery stools.,8
3502,How to Measure Fundal Height1," Make an appointment with your doctor or healthcare practitioner.  Empty your bladder before measuring.  Change into a hospital gown.  Lay on the examination table.  Lay still and breathe normally as the doctor palpates your uterus.  Allow the doctor to measure your fundal height.  Get dressed and discuss your results with your doctor.  If your fundal height measurement is abnormal, schedule a follow-up.",8
3503,How to Not Get Pregnant2, Use condoms when engaging in sexual activity.  Use spermicide to aid in pregnancy prevention.  Use a contraceptive sponge.  Get fitted for a diaphragm.,4
3504,How to Not Get Pregnant3, Talk to your doctor about a prescription for birth control pills.  Ask for a birth control shot.  Use an emergency contraceptive if your primary method of birth control does not work.,3
3505,How to Not Get Pregnant4, Ensure sterilization is the right choice for you.  Try non-surgical sterilization methods.  Undergo a surgical sterilization.,3
3506,How to Naturally Lower Blood Pressure During Pregnancy2, Avoid salt and high-sodium foods.  Eat more whole grains.  Add potassium-rich foods to your diet.  Indulge with dark chocolate.  Avoid alcohol and caffeinated drinks.  Add soy and low-fat milk products to your diet if you have not done so already.,6
3507,How to Plan a Postpartum Beauty Routine2, Get a haircut.  Stock up on hair accessories.  Use dry shampoo.,3
3508,How to Plan a Postpartum Beauty Routine3, Drink plenty of water.  Take a multivitamin.  Rest whenever you can.  Shower daily.,4
3509,How to Minimize Swelling During Pregnancy1, Wear compression stockings and comfortable footwear.  Use cold compresses.  Rest your feet.  Stand or walk in a pool.,4
3510,How to Measure Fundal Height2," Empty your bladder and remove your clothing.  Grab a measuring tape.  Lay on your back.  Find your pubic bone.  Find your fundus.  Measure from your pubic bone to your fundus.  If your fundal height appears abnormal, contact your doctor.",7
3511,How to Minimize Swelling During Pregnancy2, Sleep on your side.  Minimize salt and caffeine intake.  Drink water.  Take precautions when traveling.  Exercise.  Stay cool.,6
3512,How to Minimize Swelling During Pregnancy3, Mention swelling to your doctor.  Recognize the warning signs of preeclampsia.  Seek immediate medical care if necessary.,3
3513,How to Navigate the Holidays During Pregnancy, Have a flexible plan.  Focus on yourself.  Keep a healthy diet.  Ask for help.  Wear comfortable clothing.  Pace yourself.  Get plenty of rest.  Welcome guests to your comfort level.  Decline visitors as necessary.  Tell guests it's time to leave.  Visit others as you like.  Discuss details as your are comfortable.  Handle pesky relatives as you are able.  Deal with invasive questions or actions.  Accept or refuse alcohol as you wish.,15
3514,How to Manage Ulcerative Colitis During Pregnancy1, Talk with your doctor.  Keep taking approved medications.  Avoid medications that can cause birth defects.  Continue getting diagnostic screening for ulcerative colitis.  Get surgery for toxic megacolon.,5
3515,How to Measure Fetal Growth1, Write down the measurements your doctor provides.  Get a growth chart and add the measurement.  Compare your baby's growth to averages.,3
3516,How to Pamper Yourself During Pregnancy1, Get a prenatal massage.  Run a warm bath.  Settle down with a good book.  Hire a housekeeper.  Order takeout.,5
3517,How to Monitor Fetal Heart Rate1, Visit a doctor or ultrasound technician.  Stay still as the doctor listens to the uterus.  Listen to your baby's heartbeat with a doppler device.  Get treatment if there is a problem.,4
3518,How to Manage Physical Changes in Pregnancy Through Diet," Nausea or vomiting: take lemon with honey to eliminate fatigue and nauseated feeling.  Flatulence or Indigestion: drink warm jeera (boiled cumin seeds) water throughout the pregnancy.  Anxiety: Drink sweetening cardamom with boiled milk to help soothe your mind and keep your body relaxed.  Sluggishness/ fatigue: Try ginger or pepper tea in the evenings.  Anemia: Have the first morsel of food with curry leaves, salt, jeera powder, asafetida and melted ghee.  Constipation: Eat spinach.  Heart burn: Drink diluted butter milk (diluted yogurt which is slightly sour and contains active good bacteria) with coriander.  Aches and pain: Try garlic (2 or 3 in number) cooked with milk.  Hunger pranks: serve yourself with almonds, walnuts, pistachios and raisins (each 3 in number) when you feel hungry.",9
3519,How to Manage Ulcerative Colitis During Pregnancy2, Eat smaller meals.  Try a low-residue diet.  Stay hydrated.  Take a prenatal vitamin.  Practice relaxation techniques.  Get regular exercise.,6
3520,How to Measure Fetal Growth2, Empty your bladder.  Get a measuring tape that measures centimeters.  Take off your clothes and lie down.  Find your fundus.  Feel your lower abdomen to locate your pelvic bone.  Run your measuring tape from your fundus to pelvis.  Take your measurement.  Compare your measurement to your gestational week.,8
3521,How to Measure Fetal Growth3, Make an appointment with your doctor.  Wear two-piece clothing.  Keep your bladder full if it's early in the pregnancy.  Ask your doctor how your baby is developing.,4
3522,How to Pamper Yourself During Pregnancy2, Enroll yourself in prenatal exercise classes.  Sleep early.  Dress up.  Visit the hair salon.  Get a pedicure.,5
3523,How to Pamper Yourself During Pregnancy3, Indulge your cravings.  Organize a mocktail party.  Plan a fun outing.,3
3524,How to Monitor Fetal Heart Rate2, Use intermittent monitoring if there are no complications.  Get continuous monitoring if there are complications.  Undergo internal monitoring if the heartbeat cannot be found.  Follow your doctor's advice if there is a problem.,4
3525,How to Monitor Fetal Heart Rate3, Get a prescription.  Apply gel to your belly.  Press the transducer into the gel.  Determine if the heart rate is normal.  Visit the doctor if any abnormalities occur.,5
3526,How to Manage Diabetes During Pregnancy," Get blood glucose levels into the normal range before conception.  Consult a physician to develop a plan for appropriate diet, exercise, and insulin use during pregnancy.  Carefully track and record blood glucose levels.  Visit your healthcare provider regularly to monitor your health and that of your baby.",4
3527,How to Lose Weight While Pregnant," Do not try to diet while pregnant.You should never try to lose weight while pregnant unless your doctor specifically tells you otherwise.  Know when weight loss may occur.While weight loss is not recommended during pregnancy, it is fairly normal for many women to lose weight during their first trimester.  Talk to your doctor or dietician.  Understand your caloric needs.  Avoid empty calories and unhealthy foods.  Take prenatal vitamins.  Eat frequent, small meals.Eating multiple small meals throughout the day instead of three large ones is a tactic used by many dieters to maintain portion control, but it also benefits you as a pregnant woman.  Maintain a healthy diet rich in pregnancy-aiding nutrients.  Eat healthy snacks.  Do light exercise.",10
3528,How to Manage Pregnancy Food Aversions, Hide your protein.  Try eating foods cold.  Sneak milk into other foods.  Add greens to smoothies.  Eat vegetarian protein if meat makes you nauseated.  Get your calcium elsewhere.  Figure out which fresh produce you can tolerate.  Try again in a couple of weeks.  Ask for an anti-nausea drug.  Don't force it.  Get all the right nutrients.,11
3529,How to Make Your Water Break1, See your obstetrician or midwife.  Go for a walk.  Do other exercises.  Have sex.  Massage your nipples.  Eat foods that promote labor.  Consider castor oil.  Use herbal supplements with care.,8
3530,How to Make Your Water Break2, Contact your doctor or midwife.  Have membrane stripping or sweeping.  Undergo an amniotomy.,3
3531,How to Manage Anxiety During Pregnancy," Do deep breathing exercises.  Try progressive muscle relaxation.  Do visualization exercises.  Get a massage.  Engage in regular self-care.  Engage in light exercise.  Get enough sleep.  Watch your diet.  Reduce your caffeine intake.  See a therapist.  Take medication under your doctor's supervision.  Join a support group.  Educate yourself about pregnancy.  Practice positive thinking.  Learn how to say ""no."" If you're a woman who's guilty of playing superhero, being pregnant is an experience that forces you to cut back.  Say ""yes"" to offers to help.",17
3532,How to Maintain Beauty During Pregnancy1," Eat a healthy diet full of vegetables and fruit to maintain beauty while pregnant.  Increase the amount of water you drink.  Rest and relax whenever possible.  Avoid harsh soaps, as they can remove the natural oil of your skin.  Use a moisturizer and sunscreen (at least SPF 15) daily as part of your beauty routine.",5
3533,How to Make a Positive Pregnancy Test," Buy a pregnancy test.  Take the pregnancy test so it can't be used again.  , Once the test is done and dry, open it.  Take a small sticky label, draw a positive sign on it, and cut it out so it'll fit in the little window and stick it in place.  Take a q-tip and MOISTEN the end.  Once the test looks good, close it back up and glue it together so it can't be opened again.  , Finished.  , Pee on the stick so the test looks authentic.  , Once the pee has dried a bit use a nail file to gently pry open the test.  You can gently rub the marker line with a wet finger to make it look blurry like a real test.  , Glue the test back together and allow the glue to dry before handing it to someone announcing your joyous news.  , Know your cycle.  Track your ovulation with a thermometer.  Don't fret about the effectiveness of certain sexual positions.  Stay supine after intercourse.  Quit smoking if you're serious about pregnancy.  Eat the right foods.  Make sure the man is doing his part, too.",18
3534,How to Maintain Beauty During Pregnancy2," Ask your doctor what topical treatments are OK to use to maintain your beauty routine.  Clean your face with a mild cleanser twice each day (in the morning and at night) and rinse thoroughly.  Wash your hair regularly, but don't over wash.  Wash your towels, pillowcases and hats regularly.  Read the labels before you add new makeup and hair and skin care products to your pregnancy beauty routine.",4
3535,How to Maintain Beauty During Pregnancy3," Ask your doctor about topical steroids that may be safe to apply as part of your pregnancy beauty routine.  Limit contact with substances that can cause itchiness, such as perfumes and other household cleaners.  , Avoid long showers and baths or excessive hand-washing.  Keep cool.  Lay a cold compress on your itch instead of scratching with your fingernails.",5
3536,How to Maintain Beauty During Pregnancy4, Realize that there's not much you can do to prevent stretch marks from forming during your pregnancy.  Ask your dermatologist about stretch mark treatments after you've delivered your baby.,2
3537,How to Maintain Beauty During Pregnancy5," Schedule your hair coloring appointment in the second or third trimester to maintain your beauty routine.  Get regular manicures and pedicures throughout your pregnancy.  Consider the benefits of a facial, but skip harsh treatments such as microdermabrasion or chemical peels.  Schedule your regular bikini wax in the first and second trimesters.  Avoid teeth-whitening treatments, hot tubs, steam rooms, saunas and tanning beds while pregnant.",5
3538,How to Lift Objects When Pregnant, Decide whether you should lift the object in question based on its weight.  Divide or break up the object if you can.  Stand in front of the object.  Assume the squatting or kneeling position.  Hold your back straight.  Get a good grip.  Flex your legs and arms to lift.  Keep the object close to you.  Avoid twisting.  Walk slowly when carrying the object.  Bend to set the object back down.  Breathe naturally throughout the entire process.  Talk to your doctor.  Pay attention to the unique needs of your pregnancy.  Ask other people for help.  Listen to your body.  Know your rights if you refuse to lift.,17
3539,How to Look Beautiful While Pregnant, Pay attention to your diet.  Exercise consistently.  Drink enough water.  Purchase some chic maternity wear.  Book a spa treatment or pregnancy massage.  Treat yourself.  Be proud of your baby bump.  Show off your changing body.  Aim to be good enough.,9
3540,How to Know if You're Pregnant if You Have Irregular Periods," Look out for implantation bleeding.  Pay attention to sore breasts.  Note feelings of fatigue.  Wait for feelings of nausea.  Notice food cravings or aversions.  Watch for headaches, backaches and frequent urination.  Determine if you have two or more of the early signs of pregnancy.  Repeat the test in a week or opt to go to the doctor for a test.  Make an appointment.",9
3541,How to Induce Labor at Home1, Eat pineapple.  Eat spicy foods.  Eat licorice.  Eat garlic.  Eat plenty of fiber.  Drink red raspberry leaf tea.  Drink cumin tea.,7
3542,How to Induce Labor at Home2, Rest on all fours.  Don't recline backward on the couch.  Bounce on a birth ball.,3
3543,How to Induce Labor at Home3, Go for a walk.  Try galloping.  Walk up a few flights of stairs.  Clean the house.,4
3544,How to Induce Labor at Home4, Have sex.  Stimulate your nipples.  Use acupressure.  Use reflexology.  Try castor oil.,5
3545,How to Induce Labor at Home5, Take evening primrose oil.  Take cohosh.  Try homeopathic remedies.,3
3546,How to Induce Labor at Home6, Take a warm bath.  Try visualization.  Have a good cry.  Get a massage.,4
3547,How to Induce Labor at Home7," Know when a would doctor will induce labor.  Expect the doctor's first action to be to strip the membrane from the amniotic sac.  Expect the doctor to potentially break your water manually.  Prepare to be prescribed prostaglandin, a natural hormone.  Expect to be prescribed oxytocin through an IV at the hospital.  With your doctor, understand the risks of inducing labor.",6
3548,How to Increase Amniotic Fluid1, Understand that treatment is based on how far along you are in your pregnancy.  Get an injection of amniotic fluid.  Get fluid intravenously.  Use a catheter to increase fluid levels.  Talk to your doctor about having a shunt placed in your body.,5
3549,How to Increase Amniotic Fluid2, Drink at least 8 to 10 glasses of water each day.  Eat fruits that have water contents.  Avoid herbal supplements that can dehydrate you.  Stay away from alcohol.  Do light exercise regularly if your doctor has not asked you to get bed rest.  Lie on your left side when you relax.  Talk to your doctor about changing your prescription if you are taking Angiotensin Converting Enzyme Inhibitors (ACE).,7
3550,How to Increase Amniotic Fluid3, Understand what amniotic fluid's purpose is.  Be aware of the symptoms of oligohydramnios.  Be aware of the risk factors that could lead you to having low amounts of amniotic fluid.  Understand that low levels of amniotic fluid can generally only be diagnosed by ultrasound.,4
3551,How to Increase Oxytocin Levels1, Hug someone.  Offer affectionate touch.  Have sex.  Spend quality time with your partner.  Share words of encouragement with another person.  Smile.  Give an animal some love.,7
3552,How to Increase Oxytocin Levels2," Exercise every day.  Meditate on gratitude.  Volunteer.  Cry, if you need to.  Spend some time being creative.  Listen to soothing music.",6
3553,How to Increase Oxytocin Levels3," Discuss inducing labor with your OB/GYN.  Try nipple stimulation.  Get oxytocin medication at the hospital.  Breastfeed your baby, if possible.",4
3554,How to Increase Iron Levels During Pregnancy1," Choose iron-rich fruits.  Select vegetables high in iron.  Incorporate breads and cereals into your meals.  Get iron from meat products.  Consume beans, legumes and other iron-rich foods.",5
3555,How to Increase Iron Levels During Pregnancy2, Take prenatal vitamins.  Use iron supplements.  Cook with cast iron.,3
3556,How to Increase Iron Levels During Pregnancy3, Recognize the symptoms of low iron levels.  Consult your doctor about increasing your iron.  Work with a registered dietician.,3
3557,How to Increase Oxygen Flow During Pregnancy1, Increase the use of your diaphragm while breathing.  Use deep breathing.  Try the humming breath.  Do a Chinese breathing exercise.,4
3558,How to Increase Oxygen Flow During Pregnancy2, Strengthen your biceps.  Try overhead extensions.  Do triceps extensions.  Perform leg extensions.  Try swimming.  Do prenatal yoga.  Stretch more.  Stay active.,8
3559,How to Increase Oxygen Flow During Pregnancy3, Notice how increased oxygen can help.  Recognize the benefits of increased blood flow.  Talk to your doctor.,3
3560,How to Learn Sonography," Receive your high school diploma or General Education Development (GED) certificate.  Apply for a diagnostic medical sonography (DMS) degree that is accredited by Commission on Accreditation of Allied Health Education Programs (CAAHEP).  Complete your prerequisite courses.  Complete your coursework.  Complete your clinical rotation.  Specialize in certain types of sonographic imaging, if this option is available.  Become certified by the American Registry for Diagnostic Medical Sonography.  Apply for an entry-level sonography position.",8
3561,How to Keep Pregnancy Plans Secret1, Talk to your partner.  Answer questions about pregnancy plans vaguely.  Find ways to side step uncomfortable questions.  Make excuses for dietary changes.  Ask close friends and family members to keep things private.,5
3562,How to Keep Pregnancy Plans Secret2, Keep your story simple.  Come up with an excuse for abstaining from coffee and alcohol.  Alter your wardrobe.  Decide when you're ready to tell people.,4
3563,How to Keep Pregnancy Plans Secret3, Prepare for some backlash.  Be upfront if you don't want visitors at the hospital.  Explain why privacy is important during labor and delivery.  Offer to introduce the baby later.,4
3564,How to Help Ease Gas During Pregnancy1, Keep a food diary to track the foods you eat daily.  Drink plenty of water.  Eat smaller meals more frequently.  Eat slowly and chew your food thoroughly.  Get 25 to 30 grams of fiber daily for regular bowel movements.,5
3565,How to Help Ease Gas During Pregnancy2, Exercise regularly.  Wear loose clothing.  Consider doing yoga.,3
3566,How to Help Ease Gas During Pregnancy3, Try peppermint.  Use an over-the-counter product containing simethicone.  Consult your doctor if your symptoms become more serious.,3
3567,How to Heal After Having Baby," Rest.  Deal with vaginal soreness.  Use pads to control bleeding.  Try Kegel exercises for difficulty urinating.  Alleviate discomfort from swollen breasts.  Treat hemorrhoids.  Keep an eye on your thyroid.  Prepare to wait six to eight weeks""”or more""”before resuming your normal routine.  Be prepared for a longer hospital stay.  Don't be afraid to breastfeed.  Know that going home doesn't mean the end of recovery.  Monitor your health.  Watch for the signs of postpartum depression.  Call emergency services immediately if you have any thoughts of doing harm to yourself or the baby.  Focus on the benefits of treatment.  Start an exercise program.",16
3568,How to Heal Faster from a C Section, Take a walk.  Ask for help with feeding.  Ask about vaccinations.  Stay clean.  Make a follow up appointment.  Rest.  Drink fluids.  Eat well.  Walk a little more every day.  Take medication when in pain.  Support your abdomen.  Clean your incision.  Wear loose clothing.  Abstain from sex.  Wear pads to absorb vaginal bleeding.,15
3569,How to Have a Natural Birth1, Determine whether a natural birth is possible for you.  Consider the benefits of natural birth.  Know the risks of natural birth.  Keep in mind that medical interventions may be necessary in certain situations.,4
3570,How to Have a Natural Birth2, Evaluate your ability to have a natural birth at the hospital.  Search for birth center options in your area.  Consider a natural home birth.,3
3571,How to Have a Natural Birth3, Choose a practitioner.  Ask questions before you decide on a practitioner.  Create a birth plan.  Designate a birth advocate or birth partner.  Inform your midwife or healthcare provider of your wishes.  Take a class on natural childbirth.,6
3572,How to Have a Natural Birth4, Use breathing exercises.  Try visualization exercises.  Change positions and move around.  Get a massage.  Use hot or cold therapy.  Immerse yourself in a bath or take a shower.  Try a TENS unit.  Consider acupuncture or acupressure.,8
3573,How to Have Good Blood Pressure During Pregnancy," Prioritize an aerobic exercise routine.One of the best things you can do for your blood pressure during pregnancy (and also for your overall health) is to prioritize an exercise routine.  Stay as close as possible to your ideal body weight.Ideally, before becoming pregnant, you will already have been at your ideal body weight.  Quit smoking.Smoking has been correlated to raising your blood pressure so, if you are worried about having blood pressure problems during pregnancy, now may be the time to quit smoking.  Optimize the health of your diet.Prioritizing a healthy diet can have a noticeable impact on blood pressure.  Reduce your stress.Psychological and emotional stress has been linked to high blood pressure; therefore, if you can take steps to stay as relaxed as possible during your pregnancy it will give you the best chance of maintaining a healthy blood pressure.  Have your blood pressure monitored regularly.One key aspect of prenatal care is to obtain regular blood pressure measurements.  Know which blood pressure medications are safe during pregnancy.There are a variety of different classes of blood pressure medications (in other words, there are many different drugs to choose from).  Get tested for any other signs or symptoms that may occur concurrently with high blood pressure.  Understand what defines gestational hypertension.Gestational hypertension is when you develop high blood pressure 20 or more weeks into your pregnancy (assuming that you were not diagnosed with high blood pressure prior to this point).  Look out for signs of preeclampsia.Oftentimes preeclampsia is diagnosed by having both high blood pressure as well as protein in your urine; however, doctors have recently come to find that preeclampsia can be present even without protein in your urine if you display any other signs of potential organ damage.  Be aware of potential risks to your baby.The reason that it is important to maintain good blood pressure control during pregnancy is to avoid possible complications to your pregnancy and/or to your baby's health.",11
3574,How to Hire a Birth Coach1, Set a budget for your pregnancy and follow it.  Negotiate the price.  Search for birth coaches who may still be completing their training.,3
3575,How to Hire a Birth Coach2, Make sure the birth coach is licensed in the trade.  Talk to your friends and family members.  Make sure your personality meshes well with the birth coach you choose.,3
3576,How to Hire a Birth Coach3, Choose a friend or family member to make you feel more at ease.,1
3577,How to Learn More About Pregnancy Trimesters1, Be prepared to feel a little fatigued.  Be prepared to have tender and swollen breasts.  Know that you may experience morning sickness.  Be prepared to experience some food craving.  Combat constipation.  Know that you might also have to urinate a lot.  Watch out for headaches.  Understand that heartburn may occur.  Keep your diet in mind.  Take folic acid supplements.,10
3578,How to Learn More About Pregnancy Trimesters2, Understand that changes that will occur in the second trimester.  Know that you may need to make some changes to avoid back pain.  Know that your veins may become inflamed.  Understand that your breasts may change to accommodate the milk your body will create.  Know that your palms might start to itch.  Know that ankle edema also occurs during the second trimester of pregnancy.,6
3579,How to Learn More About Pregnancy Trimesters3, Understand that shortness of breath may develop.  Be aware that hemorrhoids can develop.  Watch for Braxton Hicks contractions.,3
3580,How to Learn More About Pregnancy Trimesters4, Know what happens during the first four to twelve weeks of gestation.  Understand what happens in weeks 16 through 24.  Be aware of the baby's condition during the last 28 to 40 weeks.,3
3581,How to Help Your Pregnant Wife Feel Comfortable," Be happy!, Help her through the early months of her pregnancy.  Share the second trimester of pregnancy experience and help her once again by encouraging healthy eating.  Tell her she is beautiful!, Accompany her to as many doctor appointments as possible.  Find out about the ante-natal classes close to your area for you and your partner.",4
3582,How to Hear the Fetal Heartbeat1, Use a stethoscope.  Download an app.  Get a monitor.  Learn the factors that affect the sound.,4
3583,How to Hear the Fetal Heartbeat2, Communicate with your doctor.  Prepare for your visit.  Experience the fetal doppler.  Have an ultrasound.  Know the different tools.,5
3584,How to Hear the Fetal Heartbeat3, Learn about fetal development.  Keep the heart healthy.  Know the risks.  Bond with your baby.,4
3585,How to Handle a Pregnancy," When you first find out you are pregnant, you are in shock, you want to break the news to everyone right away, having a child is a blessing and one of the best things that can ever happen to you. Take prenatal vitamins  ,Always go to your appointments at your gynecologist  ,Get ultrasounds to make sure everything is going right  ,Eat healthy  , Do not take pills, or do alcohol and drugs. You can not smoke  ,Be very happy a new bundle of joy is coming into your life  , If you are planning to get pregnant, have intercourse on the 14 day of your cycle if you have a 28 day cycle, the egg comes around then. Your due date will be calculated from your last period, so always keep track of your menstrual cycles, you never know when you'll get pregnancy, the miracle of conception, a new miracle, a life, it's magic  ",4
3586,How to Get Rid of Sore Muscles During Pregnancy1, Do stretching exercises.  Maintain a healthy weight to relieve stress on the muscles.  Reduce the intensity of your exercise regimen.  Massage the sore area.  Apply ice to reduce inflammation.  Use heat.  Try simple painkillers to reduce pain and inflammation.,7
3587,How to Get Rid of Sore Muscles During Pregnancy2, Be aware of your overall nutrition.  Increase your protein intake.  Drink plenty of water to stay hydrated.,3
3588,How to Get Rid of Sore Muscles During Pregnancy3, Understand the source of sore muscles during pregnancy.  Recognize the source of sore muscles in the back.  Be aware of the source of sore abdominal muscles.  Realize the source of sore thigh muscles.,4
3589,How to Have a Healthy First Trimester, Find a good health care provider.  Schedule a prenatal appointment.  Know what to expect at your prenatal appointment.  Schedule upcoming prenatal visits with your doctor.  Talk with your doctor about prenatal testing.  Discontinue habits that are harmful for the fetus.  Keep hydrated.  Begin or maintain a healthy diet.  Know how much weight you should be gaining.  Boost your nutrition with supplements.  Get regular exercise.  Deal with your fatigue.  Cope with morning sickness.  Manage your stress levels.  Talk to your doctor about any feelings of depression.,15
